planet_name,planet_status,mass,mass_error_min,mass_error_max,planet_radius,radius_error_min,radius_error_max,planet_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,discovery_year,updated,publication,discovery_method,alternate_names,star_name,ra,dec,mag_j,mag_h,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_alternate_names
WISE J1405+5534,Confirmed,15.0,6.0,6.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-14,Published in a refereed paper,Imaging,WISE J140518.39+553421.3,unkown,211.326641,55.572611,12.782,12.386,6.3,0.1,0.1,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1506+7027,Confirmed,45.0,15.0,15.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-13,Published in a refereed paper,Imaging,WISE J150649.97+702736.1,unkown,226.718502314828,70.45698646772888,12.782,12.386,5.17,0.02,0.02,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1541-2250,Confirmed,13.0,4.0,4.0,0.93,0.06,0.06,11.456085,0.000107,0.000107,0.12,2011,2024-07-14,Published in a refereed paper,"Imaging, Astrometry",WISE J154151.65-225024.9,unkown,235.465249,-22.840276,12.782,12.386,5.9,0.1,0.1,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1542+2230,Confirmed,19.4,1.0,1.0,0.91,0.021,0.021,11.456085,0.000107,0.000107,0.12,2012,2024-07-14,Published in a refereed paper,Imaging,WISE J154214.00+223005.2,unkown,235.558334,22.501455,12.782,12.386,10.4,4.5,4.5,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1614+1739,Confirmed,20.0,6.0,6.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-01,Published in a refereed paper,Imaging,WISE J161441.46+173935.5,unkown,243.672773,17.659864,12.782,12.386,10.0,2.0,2.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1617+1807,Confirmed,7.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-06-23,Published in a refereed paper,Imaging,WISE J161705.74+180714.1,unkown,244.273917,18.120611,12.782,12.386,13.0,1.5,1.5,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1639-6847,Confirmed,13.0,4.0,4.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2012,2024-07-14,Published in a refereed paper,"Imaging, Astrometry",WISE J163940.83-684738.6,unkown,249.920156,-68.794066,12.782,12.386,4.75,0.05,0.05,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1653+4444,Confirmed,35.0,7.0,7.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-01,Published in a refereed paper,Imaging,WISE J165311.05+444422.8,unkown,253.296045,44.739691,12.782,12.386,12.1,2.0,2.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1711+3500,Confirmed,33.0,3.75,3.75,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-02,Published in a refereed paper,Imaging,"LIM 6, WISE J171104.60+350036.8",unkown,257.770833335,35.010277786,12.782,12.386,19.0,3.0,3.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1711+3500 b,Confirmed,18.0,7.0,7.0,0.232,0.021,0.021,125000.0,29000.0,29000.0,15.0,2012,2024-07-02,Published in a refereed paper,Imaging,"LIM 6 b, WISE J171104.60+350036.8 b",unkown,257.770833335,35.010277786,12.782,12.386,19.0,3.0,3.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1738+2732,Confirmed,16.0,5.0,5.0,0.92,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-14,Published in a refereed paper,Imaging,WISE J173835.53+273259.0,unkown,264.64806,27.549749,12.782,12.386,9.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1741-4642,Confirmed,26.0,3.0,3.0,1.23,0.02,0.02,11.456085,0.000107,0.000107,0.12,2022,2024-06-24,Published in a refereed paper,Imaging,"2MASS J17410280-4642218, WISE J174102.78-464225.5",unkown,265.261694001,-46.7060700189,12.782,12.386,19.8,0.1,0.1,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1804+3117,Confirmed,27.9,2.1,2.1,0.89,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-14,Published in a refereed paper,Imaging,WISE J180435.37+311706.4,unkown,271.147386,31.285134,12.782,12.386,12.6,1.6,1.6,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1810-1010,Confirmed,17.0,12.0,12.0,0.652,0.195,0.195,11.456085,0.000107,0.000107,0.12,2022,2024-08-08,Published in a refereed paper,"Imaging, Other","WISE J181005.5-101002.3, CWISEP J181006.00-101001.1",unkown,272.52575,-10.166805555555555,12.782,12.386,8.9,0.6,0.6,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1812+2721,Confirmed,13.0,7.0,7.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-06-23,Published in a refereed paper,Imaging,WISE J181210.85+272144.3,unkown,273.045211,27.36232,12.782,12.386,13.0,3.0,3.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1828+2650,Confirmed,8.0,3.0,3.0,1.0,0.1,0.1,11.456085,0.000107,0.000107,0.12,2011,2024-06-24,Published in a refereed paper,Imaging,WISE J182831.08+265037.7,unkown,277.13000001,26.8439166918,12.782,12.386,11.2,1.0,1.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1828+2650 b,Confirmed,7.91,6.34,6.34,0.97,0.09,0.09,11.456085,0.000107,0.000107,0.5,2011,2024-06-24,Published in a refereed paper,"Other, Imaging, Kinematic",WISE J182831.08+265037.7 b,unkown,277.13000001,26.8439166918,12.782,12.386,11.2,1.0,1.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1841+7000,Confirmed,60.0,0.11,0.11,1.01,0.07,0.07,11.456085,0.000107,0.000107,0.12,2011,2024-07-13,Published in a refereed paper,Imaging,WISE J184124.73+700038.0,unkown,280.353081,70.010577,12.782,12.386,40.2,4.9,4.9,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1841+7000 b,Confirmed,60.0,0.11,0.11,0.232,0.021,0.021,4015.0,0.000107,0.000107,2.8,2011,2024-09-17,Published in a refereed paper,Imaging,WISE J184124.73+700038.0 b,unkown,280.353081,70.010577,12.782,12.386,40.2,4.9,4.9,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J1925+0700,Confirmed,53.0,19.0,19.0,0.99,0.1,0.1,11.456085,0.000107,0.000107,0.12,2018,2024-07-12,Published in a refereed paper,Imaging,WISE J192512.78+070038.8,unkown,291.30317234132,7.010095548,12.782,12.386,11.2,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2018-7423,Confirmed,50.0,9.0,9.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-06-23,Published in a refereed paper,Imaging,WISE J201824.97-742327.5,unkown,304.604073,-74.390981,12.782,12.386,13.1,1.4,1.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2019-1148,Confirmed,29.0,8.0,8.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2012,2024-07-14,Published in a refereed paper,Imaging,WISE J201920.76-114807.5,unkown,304.836534,-11.80211,12.782,12.386,13.0,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2056+1459,Confirmed,18.0,5.0,5.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-14,Published in a refereed paper,Imaging,WISE J205628.91+145953.2,unkown,314.120498,14.998118,12.782,12.386,5.2,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2102-4429,Confirmed,25.0,7.0,7.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2012,2024-07-14,Published in a refereed paper,Imaging,WISE J210200.15-442919.5,unkown,315.500658,-44.488759,12.782,12.386,9.5,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2150-7520 b,Confirmed,34.0,22.0,22.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,341.0,2019,2024-07-01,Published in a refereed paper,Imaging,WISEA J215018.25-752039.7 b,WISE J2150-7520,327.566666672,-75.343611126,14.05,13.18,24.2,3.73,3.73,0.01,0.1,0.1,0.072,0.012,0.012,0.95,0.055,0.055,2118.0,62.0,62.0,"2MASS J21501592-7520367, WISEA J215018.25-752039.7"
WISE J2209+2711,Confirmed,12.0,0.6,0.6,1.0,0.021,0.021,11.456085,0.000107,0.000107,0.12,2024,2024-09-29,Published in a refereed paper,Imaging,WISE J220905.73+271143.9,unkown,332.27389,27.195555,12.782,12.386,6.8,0.5,0.5,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2212-6931,Confirmed,20.0,6.0,6.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2015,2024-07-14,Published in a refereed paper,Imaging,WISE J221216.33-693121.6,unkown,333.068048,-69.522683,12.782,12.386,16.8,0.5,0.5,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2216+1952,Confirmed,5.0,1.0,1.0,1.32,0.02,0.02,11.456085,0.000107,0.000107,0.12,2022,2022-01-23,Published in a refereed paper,Imaging,"WISE J221628.62+195248.1, PSO J334.1193+19.8800",unkown,334.11925000954,19.8800278058,12.782,12.386,30.7,3.2,3.2,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2220-3628,Confirmed,20.0,14.0,14.0,0.94,0.14,0.14,11.456085,0.000107,0.000107,0.12,2012,2024-07-14,Published in a refereed paper,Imaging,WISE J222055.31-362817.4,unkown,335.2305,-36.471527,12.782,12.386,10.5,0.2,0.2,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2255-3118,Confirmed,35.0,9.0,9.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-14,Published in a refereed paper,Imaging,WISE J225540.75-311842.0,unkown,343.919797,-31.311688,12.782,12.386,13.7,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2313-8037,Confirmed,34.0,9.0,9.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-14,Published in a refereed paper,Imaging,WISE J231336.38-803700.1,unkown,348.401586,-80.616722,12.782,12.386,11.7,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2319+7645,Confirmed,12.1,0.4,0.4,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2016,2024-06-24,Published in a refereed paper,"Imaging, Astrometry",WISE J231921.92+764544.4,unkown,349.83884917832,76.76217666226,12.782,12.386,26.1,4.4,4.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2332-4325,Confirmed,26.0,7.0,7.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2012,2024-07-14,Published in a refereed paper,Imaging,WISE J233226.49-432510.6,unkown,353.110405,-43.419621,12.782,12.386,14.6,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2354+0240,Confirmed,11.0,3.0,3.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2015,2024-07-14,Published in a refereed paper,Imaging,WISE J235402.77+024015.0,unkown,358.511625,2.670583333333333,12.782,12.386,10.1,0.4,0.4,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2354-0811,Confirmed,11.0,3.0,3.0,1.059,0.086,0.086,11.456085,0.000107,0.000107,0.12,2017,2024-07-13,Published in a refereed paper,Imaging,WISE J235422.30-081129.4,unkown,358.592538,-8.191367,12.782,12.386,49.0,4.0,4.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISE J2359-7335,Confirmed,38.0,18.0,18.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-06-23,Published in a refereed paper,Imaging,WISE J235941.07-733504.8,unkown,359.918122,-73.584862,12.782,12.386,12.5,1.7,1.7,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISEP J1741+2553,Confirmed,36.0,9.0,9.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-01,Published in a refereed paper,Imaging,WISEP J174124.25+255319.5,unkown,265.352586,25.892878,12.782,12.386,5.7,2.0,2.0,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
WISEP J2325-4105,Confirmed,20.0,6.0,6.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,0.12,2011,2024-07-14,Published in a refereed paper,Imaging,WISEP J232519.54-410534.9,unkown,351.33141,-41.093072,12.782,12.386,11.5,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
Wolf 1061 b,Confirmed,0.00601,0.00079,0.00079,0.232,0.021,0.021,4.8869,0.0005,0.0005,0.0375,2015,2017-06-30,Published in a refereed paper,Radial Velocity,GJ 628 b,Wolf 1061,247.575241798,-12.6625898008,12.782,12.386,4.29,3.73,3.73,-0.09,0.09,0.09,0.25,0.052,0.052,0.307,0.027,0.027,3342.0,49.0,49.0,GJ 628
Wolf 1061 c,Confirmed,0.0107,0.0013,0.0013,0.232,0.021,0.021,17.8719,0.0059,0.0059,0.089,2015,2017-06-30,Published in a refereed paper,Radial Velocity,GJ 628 c,Wolf 1061,247.575241798,-12.6625898008,12.782,12.386,4.29,3.73,3.73,-0.09,0.09,0.09,0.25,0.052,0.052,0.307,0.027,0.027,3342.0,49.0,49.0,GJ 628
Wolf 1061 d,Confirmed,0.0242,0.00334,0.00334,0.232,0.021,0.021,217.21,0.52,0.52,0.47,2015,2017-06-30,Published in a refereed paper,Radial Velocity,GJ 628 d,Wolf 1061,247.575241798,-12.6625898008,12.782,12.386,4.29,3.73,3.73,-0.09,0.09,0.09,0.25,0.052,0.052,0.307,0.027,0.027,3342.0,49.0,49.0,GJ 628
Wolf 1069 b,Confirmed,0.00396,0.00066,0.00066,0.232,0.021,0.021,15.564,0.015,0.015,0.0672,2023,2023-01-06,Published in a refereed paper,Radial Velocity,unkown,Wolf 1069,306.525000002,58.575277796,12.782,12.386,9.5747,0.0024,0.0024,0.07,0.19,0.19,0.167,0.011,0.011,0.1813,0.006,0.006,3158.0,54.0,54.0,GJ 1253
Wolf 1130 (AB)b,Confirmed,50.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,3150.0,2013,2024-06-29,Published in a refereed paper,Imaging,"Wolf 1130 C, WISE J200520.38+542433.9",Wolf 1130 (AB),301.2591460735388,54.434231757292224,8.83,8.346,16.7,0.2,0.2,-0.7,0.1,0.1,1.24,0.15,0.15,0.005,0.055,0.055,7000.0,7000.0,7000.0,"Gl 781, LHS 482, HIP 98906"
Wolf 327 b,Confirmed,2.53,0.46,0.46,0.1106,0.0054,0.0054,0.5734745,3e-07,3e-07,0.01,2024,2024-01-26,Published in a refereed paper,Primary Transit,unkown,Wolf 327,148.37875,35.571305555555554,12.782,12.386,317.83,3.73,3.73,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
Wolf 359 c,Confirmed,0.012,0.005,0.005,0.232,0.021,0.021,2.68687,0.0003,0.0003,0.018,2019,2019-06-14,Published in a refereed paper,Radial Velocity,GJ 406 c,Wolf 359,164.120833343,7.014444456,12.782,12.386,2.42,0.007,0.007,0.01,0.1,0.1,0.94,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,GJ 406
Wolf 503 b,Confirmed,0.0197,0.0019,0.0019,0.18227,0.0062,0.0062,6.001127,2.1e-05,2.1e-05,0.05706,2018,2023-12-10,Published in a refereed paper,Primary Transit,K2-262 b,Wolf 503,206.845833341,-6.13694445,12.782,12.386,44.583,0.096,0.096,-0.47,0.08,0.08,0.688,0.016,0.016,0.69,0.024,0.024,4716.0,60.0,60.0,unkown
Wolf 940 b,Confirmed,26.0,6.0,6.0,0.92,0.04,0.04,11.456085,0.000107,0.000107,400.0,2009,2018-11-27,Published in a refereed paper,Imaging,2MASS J21464040-0010233 b,Wolf 940,326.668428113,-0.173269885854,8.36,12.386,12.5,0.67,0.67,-0.06,0.2,0.2,0.27,0.03,0.03,0.95,0.055,0.055,5531.0,100.0,100.0,2MASS J21464040-0010233
WSB 28 b,Confirmed,60.0,0.0,0.0,0.232,0.021,0.021,11.456085,0.000107,0.000107,800.0,2003,2024-07-08,Published in a refereed paper,Imaging,unkown,WSB 28,246.58741666666668,-24.14774166666667,10.879,9.873,160.0,3.73,3.73,0.01,0.1,0.1,0.39,0.052,0.052,2.33,0.055,0.055,3450.0,150.0,150.0,ISO-Oph 27
WT 5 (AB)b,Confirmed,60.0,0.11,0.11,0.232,0.021,0.021,11.456085,0.000107,0.000107,4200.0,2024,2024-06-30,Published in a refereed paper,Imaging,CWISE J002414.30-403053.7,WT 5,6.083083333333334,-40.52590277777778,11.636,10.927,53.3816,0.1943,0.1943,-0.096,0.003,0.003,0.37,0.052,0.052,0.95,0.055,0.055,3190.0,122.0,122.0,LEHPM 547
WTS-1 b,Confirmed,4.01,0.35,0.35,1.49,0.18,0.18,3.352059,1.4e-05,1.4e-05,0.047,2012,2014-05-28,Published in a refereed paper,Primary Transit,unkown,WTS-1,293.9917,36.2903,12.782,12.386,3200.0,900.0,900.0,-0.25,0.25,0.25,1.2,0.1,0.1,1.15,0.12,0.12,6250.0,200.0,200.0,unkown
WTS-2 b,Confirmed,1.12,0.13,0.13,1.3,0.058,0.058,1.0187074,7e-06,7e-06,0.01855,2013,2014-02-28,Announced on a professional conference,Primary Transit,unkown,WTS-2,293.733333352,36.815555584,12.782,12.386,1000.0,3.73,3.73,0.2,0.3,0.3,0.82,0.082,0.082,0.761,0.033,0.033,5000.0,250.0,250.0,unkown
XB 1916-053 b,Confirmed,14.9,0.7,0.7,0.232,0.021,0.021,0.034583,0.000107,0.000107,0.00233,2001,2024-06-30,Published in a refereed paper,Timing,unkown,XB 1916-053,289.6994625,-5.238080555555555,12.782,12.386,8800.0,3.73,3.73,0.01,0.1,0.1,1.4,0.052,0.052,0.95,0.055,0.055,5531.0,100.0,100.0,"*V1405 Aql, 4U 1915-05, 4U 1916-05"
XO-1 b,Confirmed,0.9,0.07,0.07,1.184,0.04,0.04,3.9415128,2.8e-06,2.8e-06,0.0488,2006,2015-04-30,Published in a refereed paper,Primary Transit,unkown,XO-1,240.55,28.1697222,12.782,12.386,200.0,20.0,20.0,0.01,0.1,0.1,1.0,0.03,0.03,0.928,0.03,0.03,5531.0,100.0,100.0,unkown
XO-2N b,Confirmed,0.62,0.02,0.02,0.973,0.03,0.03,2.615838,8e-06,8e-06,0.0369,2007,2024-07-17,Announced on a professional conference,Primary Transit,"TOI-1720 b, TOI-1720.01",XO-2N,117.0291667,50.2258333,9.74,9.34,149.0,4.0,4.0,0.37,0.07,0.07,0.96,0.05,0.05,0.998,0.033,0.033,5290.0,18.0,18.0,"BD+50 1471, TOI-1720, BVD 68 B, TIC 356473034"
XO-2S b,Confirmed,0.26,0.01,0.01,0.232,0.021,0.021,18.22,0.001,0.001,0.1347,2014,2024-07-17,Published in a refereed paper,Radial Velocity,"2MASS J07480748+5013032 b, GSC 3413-210 b, TYC 3413-210-1 b, WISE J074807.44+501301.5 b",XO-2S,117.031172594234,50.217571619319,9.74,9.37,149.0,4.0,4.0,0.32,0.08,0.08,0.98,0.05,0.05,1.02,0.09,0.09,5325.0,37.0,37.0,TIC 356473029
XO-2S c,Confirmed,1.38,0.05,0.05,0.232,0.021,0.021,120.059,0.013,0.013,0.4737,2014,2024-07-17,Published in a refereed paper,Radial Velocity,unkown,XO-2S,117.031172594234,50.217571619319,9.74,9.37,149.0,4.0,4.0,0.32,0.08,0.08,0.98,0.05,0.05,1.02,0.09,0.09,5325.0,37.0,37.0,TIC 356473029
XO-2S d,Confirmed,3.71,0.51,0.51,0.232,0.021,0.021,4696.0,489.0,489.0,5.46,2024,2024-07-17,Published in a refereed paper,Radial Velocity,unkown,XO-2S,117.031172594234,50.217571619319,9.74,9.37,149.0,4.0,4.0,0.32,0.08,0.08,0.98,0.05,0.05,1.02,0.09,0.09,5325.0,37.0,37.0,TIC 356473029
XO-3 b,Confirmed,11.79,0.59,0.59,1.217,0.073,0.073,3.1915239,0.00023,0.00023,0.0454,2007,2013-05-31,Announced on a professional conference,Primary Transit,unkown,XO-3,65.4708333,57.8169444,9.01,8.85,260.0,23.0,23.0,-0.08,0.04,0.04,1.41,0.08,0.08,1.49,0.08,0.08,6781.0,44.0,44.0,unkown
XO-4 b,Confirmed,1.616,0.1,0.1,1.317,0.029,0.029,4.12473,0.00047,0.00047,0.05485,2008,2019-06-13,Published in a refereed paper,Primary Transit,unkown,XO-4,110.3875,58.2680556,9.67,9.48,293.0,19.0,19.0,-0.04,0.03,0.03,1.32,0.02,0.02,1.55,0.05,0.05,5700.0,70.0,70.0,unkown
XO-5 b,Confirmed,1.077,0.037,0.037,1.03,0.05,0.05,4.1877537,1.7e-06,1.7e-06,0.0487,2008,2012-09-20,Submitted to a professional journal,Primary Transit,unkown,XO-5,116.7166667,39.0947222,10.77,10.44,255.0,13.0,13.0,0.18,0.03,0.03,0.88,0.03,0.03,1.06,0.05,0.05,5510.0,44.0,44.0,unkown
XO-6 b,Confirmed,4.47,0.12,0.12,2.17,0.2,0.2,3.7649923,4.5e-07,4.5e-07,0.0742,2016,2024-08-01,Published in a refereed paper,Primary Transit,unkown,XO-6,94.79166667,73.827777803,12.782,12.386,86.0,31.0,31.0,-0.07,0.1,0.1,1.47,0.06,0.06,1.93,0.18,0.18,6720.0,100.0,100.0,TYC 4357-995-1
XO-7 b,Confirmed,0.726,0.038,0.038,1.346,0.02,0.02,2.86413296,5.5e-07,5.5e-07,0.04329,2019,2024-09-06,Published in a refereed paper,Primary Transit,TOI-1612.01,XO-7,277.229166685,85.233333338,12.782,12.386,234.1,1.2,1.2,0.41,0.23,0.23,1.405,0.059,0.059,1.48,0.022,0.022,6000.0,450.0,450.0,BD+85 317
XTE J0929-314 b,Confirmed,10.5,2.1,2.1,0.389,0.0292,0.0292,0.030263263,0.000107,0.000107,0.002132,2002,2024-05-28,Published in a refereed paper,"Timing, Kinematic",BW Ant b,XTE J0929-314,142.334125,-31.38422222222222,12.782,12.386,1200.0,3.73,3.73,0.01,0.1,0.1,1.4,0.052,0.052,2e-05,0.055,0.055,5531.0,100.0,100.0,BW Ant
XTE J1751-305 b,Confirmed,35.0,0.11,0.11,0.232,0.021,0.021,0.02945997,4.4e-08,4.4e-08,0.0021,2002,2024-06-30,Published in a refereed paper,Timing,unkown,XTE J1751-305,267.806208338,-30.6231666842,12.782,12.386,11000.0,4000.0,4000.0,0.01,0.1,0.1,1.7,0.3,0.3,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
XTE J1807-294 b,Confirmed,14.5,8.5,8.5,0.232,0.021,0.021,0.0278292,0.000107,0.000107,0.12,2005,2018-12-20,Published in a refereed paper,Timing,unkown,XTE J1807-294,271.751583333,-29.4085555704,12.782,12.386,5500.0,2500.0,2500.0,0.01,0.1,0.1,1.5,0.5,0.5,0.95,0.055,0.055,5531.0,100.0,100.0,unkown
YBP1194 b,Confirmed,0.34,0.05,0.05,0.232,0.021,0.021,6.958,0.001,0.001,0.12,2014,2014-01-15,Published in a refereed paper,Radial Velocity,unkown,YBP1194,132.754166667,11.81472225,12.782,12.386,317.83,3.73,3.73,0.023,0.015,0.015,1.01,0.02,0.02,0.99,0.02,0.02,5780.0,27.0,27.0,unkown
YBP1514 b,Confirmed,0.4,0.11,0.11,0.232,0.021,0.021,5.118,0.001,0.001,0.12,2014,2014-01-15,Published in a refereed paper,Radial Velocity,unkown,YBP1514,132.754166667,11.886666687,12.782,12.386,317.83,3.73,3.73,0.03,0.05,0.05,0.96,0.01,0.01,0.89,0.02,0.02,5725.0,45.0,45.0,unkown
YBP401 b,Confirmed,0.46,0.05,0.05,0.232,0.021,0.021,4.087,0.07,0.07,0.12,2016,2016-06-18,Published in a refereed paper,Radial Velocity,unkown,YBP401,132.829166673,11.671111128,12.782,12.386,843.0,0.4,0.4,0.01,0.1,0.1,1.14,0.02,0.02,0.95,0.055,0.055,6165.0,64.0,64.0,unkown
YSES 2 b,Confirmed,6.3,0.9,0.9,0.232,0.021,0.021,11.456085,0.000107,0.000107,114.0,2021,2021-03-25,Published in a refereed paper,Imaging,"TYC 8984-2245-1 b, 2MASS J11275535-6626046 b",YSES 2,171.979166685,-66.434722232,12.782,12.386,109.25,0.14,0.14,0.01,0.1,0.1,1.1,0.03,0.03,1.193,0.022,0.022,4749.0,40.0,40.0,"TYC 8984-2245-1, 2MASS J11275535-6626046"
YY Gem (AB)b,Confirmed,47.0,0.11,0.11,0.232,0.021,0.021,19785.0,0.000107,0.000107,15.41,2002,2024-07-12,Published in a refereed paper,Timing,unkown,YY Gem (AB),113.65603096981,31.86949434486,6.07,5.42,15.1,3.73,3.73,0.01,0.1,0.1,0.599,0.0047,0.0047,0.6191,0.0057,0.0057,3820.0,100.0,100.0,Castor C
YZ Cet b,Confirmed,0.0022,0.00028,0.00028,0.232,0.021,0.021,2.02087,9e-05,9e-05,0.01634,2017,2020-02-06,Published in a refereed paper,Radial Velocity,unkown,YZ Cet,18.1270833435,-16.998888921,12.782,12.386,3.6,3.73,3.73,-0.26,0.08,0.08,0.13,0.013,0.013,0.168,0.009,0.009,3056.0,60.0,60.0,unkown
